,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice,NeighType,SalePrice_Log,Age
383,RL,38.0,14963.0,Pave,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786.0,Unf,0.0,474.0,1260.0,GasA,Ex,Y,SBrkr,1288.0,0.0,0.0,1288.0,1.0,0.0,1.0,1.0,1.0,1.0,Ex,4.0,Typ,2.0,Gd,Attchd,1996,Fin,2.0,500.0,TA,TA,Y,120.0,30.0,0.0,0.0,224.0,0.0,0,12,2008,WD,Normal,245500.0,4.0,12.411056299528171,0
384,RL,65.0,8767.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1286.0,1310.0,GasA,Ex,Y,SBrkr,1310.0,0.0,0.0,1310.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2005,Fin,2.0,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,7,2006,New,Partial,164990.0,3.0,12.013646205940514,0
385,RL,60.0,10200.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,672.0,0.0,0.0,672.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,0,Detchd,1940,Unf,1.0,240.0,TA,TA,N,168.0,0.0,0.0,0.0,0.0,0.0,GdPrv,8,2008,WD,Normal,108000.0,1.0,11.58989576532275,57
386,RL,93.0,12090.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1141.0,1141.0,GasA,Gd,Y,SBrkr,1165.0,1098.0,0.0,2263.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,10.0,Typ,1.0,TA,BuiltIn,1998,Fin,2.0,420.0,TA,TA,Y,144.0,123.0,0.0,0.0,0.0,0.0,0,7,2006,WD,Abnorml,258000.0,4.0,12.460718739865236,0
387,RL,68.0,10364.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,806.0,806.0,GasA,Gd,Y,SBrkr,806.0,766.0,0.0,1572.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,BuiltIn,1995,Fin,2.0,373.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,0,5,2007,WD,Normal,168000.0,3.0,12.031725210748633,1
388,RL,68.0,9991.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1116.0,Unf,0.0,165.0,1281.0,GasA,Ex,Y,SBrkr,1620.0,0.0,0.0,1620.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,8.0,Min1,1.0,TA,Attchd,1993,Unf,2.0,490.0,TA,TA,Y,120.0,78.0,0.0,0.0,0.0,0.0,GdWo,6,2009,WD,Normal,150000.0,1.0,11.918397239722838,17
389,RL,51.0,10480.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1064.0,1064.0,GasA,Ex,Y,FuseA,1166.0,0.0,473.0,1639.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Maj2,0.0,0,Detchd,1936,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2008,WD,Normal,115000.0,2.0,11.652696102959753,14
390,RL,63.0,15576.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840.0,840.0,0.0,1680.0,0.0,0.0,2.0,0.0,4.0,1.0,TA,8.0,Typ,0.0,0,Attchd,1960,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,160.0,0.0,0.0,0.0,0,3,2008,WD,Normal,177000.0,3.0,12.083910661257521,61
391,RL,109.0,14154.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,1063.0,1063.0,GasA,Ex,Y,SBrkr,1071.0,1101.0,0.0,2172.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,Gd,Attchd,2006,RFn,3.0,947.0,TA,TA,Y,192.0,62.0,0.0,0.0,0.0,0.0,0,8,2007,New,Partial,280000.0,4.0,12.54254845357358,0
392,FV,85.0,10800.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,789.0,Unf,0.0,245.0,1034.0,GasA,Ex,Y,SBrkr,1050.0,1028.0,0.0,2078.0,1.0,0.0,2.0,1.0,3.0,1.0,Ex,8.0,Typ,1.0,Gd,Attchd,2008,Fin,3.0,836.0,TA,TA,Y,0.0,102.0,0.0,0.0,0.0,0.0,0,4,2008,New,Partial,339750.0,4.0,12.73596827534975,1
393,RL,68.0,9571.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1276.0,1276.0,GasA,TA,Y,FuseA,1276.0,0.0,0.0,1276.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Mod,0.0,0,Attchd,1958,Unf,1.0,350.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,6,2009,COD,Abnorml,60000.0,1.0,11.002116507732017,0
394,RL,100.0,34650.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,TA,N,SBrkr,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,0,Attchd,1955,Fin,2.0,572.0,TA,TA,Y,264.0,0.0,0.0,0.0,0.0,0.0,0,1,2006,WD,Normal,145000.0,3.0,11.884495917930655,0
395,FV,68.0,4403.0,Pave,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578.0,Unf,0.0,892.0,1470.0,GasA,Ex,Y,SBrkr,1478.0,0.0,0.0,1478.0,1.0,0.0,2.0,1.0,2.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,2009,Fin,2.0,484.0,TA,TA,Y,0.0,144.0,0.0,0.0,0.0,0.0,0,6,2010,New,Partial,222000.0,4.0,12.310437165348775,0
396,RM,56.0,8960.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,1008.0,GasA,Gd,Y,FuseA,1028.0,0.0,0.0,1028.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,1927,Unf,2.0,360.0,TA,TA,Y,0.0,0.0,130.0,0.0,0.0,0.0,0,3,2010,WD,Normal,115000.0,2.0,11.652696102959753,23
397,RL,59.0,11228.0,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50.0,GLQ,531.0,499.0,1080.0,GasA,Ex,Y,SBrkr,1080.0,1017.0,0.0,2097.0,0.0,1.0,2.0,1.0,3.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1993,Unf,3.0,678.0,TA,TA,Y,196.0,187.0,0.0,0.0,0.0,0.0,0,12,2008,WD,Normal,228000.0,3.0,12.337105293891872,0
398,RL,73.0,8899.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1316.0,1340.0,GasA,Ex,Y,SBrkr,1340.0,0.0,0.0,1340.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,0,Attchd,2007,Fin,2.0,396.0,TA,TA,Y,100.0,30.0,0.0,0.0,0.0,0.0,0,8,2007,New,Partial,181134.0,3.0,12.106997888588934,0
399,RL,74.0,7844.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209.0,Unf,0.0,463.0,672.0,GasA,TA,Y,SBrkr,672.0,728.0,0.0,1400.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1978,Fin,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2006,WD,Normal,149500.0,1.0,11.915058360753719,0
400,RL,60.0,8160.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,312.0,Unf,0.0,444.0,756.0,GasA,Fa,N,FuseF,756.0,378.0,0.0,1134.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,0.0,0,Detchd,1940,Unf,1.0,240.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2007,WD,AdjLand,126000.0,1.0,11.744045122410057,10
401,RL,65.0,8450.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,0.0,281.0,1056.0,GasA,Ex,Y,SBrkr,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Fa,Attchd,1968,Unf,1.0,304.0,TA,TA,Y,0.0,85.0,184.0,0.0,0.0,0.0,0,7,2010,WD,Normal,142000.0,2.0,11.863589378812122,0
402,RM,78.0,7060.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,0.0,35.0,1344.0,GasA,Ex,Y,SBrkr,1344.0,0.0,0.0,1344.0,2.0,0.0,2.0,0.0,2.0,2.0,TA,8.0,Typ,0.0,0,Attchd,1997,Fin,4.0,784.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,11,2008,WD,Alloca,206300.0,2.0,12.237091546357338,1
403,RL,68.0,16635.0,Pave,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246.0,Unf,0.0,356.0,1602.0,GasA,Gd,Y,SBrkr,1602.0,0.0,0.0,1602.0,0.0,1.0,2.0,0.0,3.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1977,Fin,2.0,529.0,TA,TA,Y,240.0,0.0,0.0,0.0,0.0,0.0,0,6,2009,WD,Normal,215000.0,3.0,12.278397958261774,23
404,RL,100.0,21750.0,Pave,Reg,HLS,AllPub,Inside,Mod,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,988.0,988.0,GasA,Ex,Y,FuseA,988.0,0.0,0.0,988.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,0,Attchd,1954,RFn,2.0,520.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2008,WD,Normal,113000.0,2.0,11.635151947212842,0
405,RL,80.0,9200.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986.0,Unf,0.0,484.0,1470.0,GasA,Gd,Y,SBrkr,1470.0,1160.0,0.0,2630.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1998,Fin,3.0,696.0,TA,TA,Y,0.0,66.0,0.0,0.0,0.0,0.0,0,6,2008,WD,Normal,315000.0,4.0,12.660331092405906,0
406,RL,72.0,9000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616.0,Unf,0.0,580.0,1196.0,GasA,Gd,Y,FuseA,1196.0,0.0,0.0,1196.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,1.0,Gd,Attchd,1956,RFn,1.0,297.0,TA,TA,Y,0.0,44.0,0.0,0.0,0.0,0.0,0,5,2008,WD,Normal,139000.0,2.0,11.842236406331555,0
407,RM,60.0,3378.0,Pave,Reg,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,651.0,651.0,GasA,Gd,Y,SBrkr,707.0,682.0,0.0,1389.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,2.0,Gd,Detchd,1947,Unf,1.0,240.0,TA,TA,P,0.0,0.0,126.0,0.0,0.0,0.0,0,9,2009,WD,Normal,135000.0,2.0,11.813037464800539,46
408,RL,68.0,12800.0,Pave,Reg,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518.0,Unf,0.0,0.0,1518.0,GasA,Gd,Y,SBrkr,1644.0,0.0,0.0,1644.0,1.0,1.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,TA,Attchd,1989,Fin,2.0,569.0,TA,TA,Y,80.0,0.0,0.0,0.0,396.0,0.0,0,8,2009,WD,Normal,275000.0,3.0,12.524530013005734,0
409,RL,77.0,8593.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288.0,Unf,0.0,619.0,907.0,GasA,Ex,Y,SBrkr,907.0,0.0,0.0,907.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,0,Detchd,1964,Unf,1.0,352.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,7,2008,WD,Normal,109008.0,2.0,11.599185726610004,0
410,RL,64.0,6762.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664.0,Unf,0.0,544.0,1208.0,GasA,Ex,Y,SBrkr,1208.0,0.0,0.0,1208.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,0,Attchd,2007,RFn,2.0,628.0,TA,TA,Y,105.0,54.0,0.0,0.0,0.0,0.0,0,9,2007,New,Partial,195400.0,3.0,12.182809136284991,0
411,RL,130.0,11457.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005.0,Unf,0.0,387.0,1392.0,GasA,TA,Y,SBrkr,1412.0,0.0,0.0,1412.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1988,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,169.0,0.0,0.0,0.0,0,3,2009,WD,Normal,175000.0,4.0,12.07254696717504,0
412,RM,21.0,1680.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387.0,Unf,0.0,96.0,483.0,GasA,TA,Y,SBrkr,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,TA,4.0,Typ,0.0,0,Detchd,1971,Unf,1.0,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,7,2008,COD,Abnorml,85400.0,1.0,11.355113089309977,0
413,RM,60.0,5586.0,Pave,IR1,Bnk,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Gd,Y,SBrkr,1088.0,110.0,0.0,1198.0,0.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Typ,0.0,0,0,0,0,0.0,0.0,0,0,N,0.0,98.0,0.0,0.0,0.0,0.0,MnPrv,9,2008,ConLD,Abnorml,79900.0,2.0,11.288543647320601,78
414,RM,24.0,1920.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471.0,Unf,0.0,294.0,765.0,GasA,Ex,Y,SBrkr,765.0,600.0,0.0,1365.0,1.0,0.0,1.0,1.0,2.0,1.0,TA,6.0,Min1,0.0,0,Detchd,1971,Unf,2.0,440.0,TA,TA,Y,240.0,36.0,0.0,0.0,0.0,0.0,0,8,2007,WD,Normal,122500.0,1.0,11.715874472198905,0
415,RL,100.0,10839.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,926.0,926.0,GasA,Ex,Y,SBrkr,926.0,678.0,0.0,1604.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1997,Fin,2.0,470.0,TA,TA,Y,0.0,36.0,0.0,0.0,0.0,0.0,0,7,2008,WD,Normal,181000.0,3.0,12.10625783509458,1
416,RM,21.0,1890.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495.0,Unf,0.0,135.0,630.0,GasA,Gd,Y,SBrkr,630.0,0.0,0.0,630.0,1.0,0.0,1.0,0.0,1.0,1.0,TA,3.0,Typ,0.0,0,0,0,0,0.0,0.0,0,0,Y,88.0,0.0,0.0,0.0,0.0,0.0,0,6,2008,WD,Normal,81000.0,1.0,11.302216779257382,0
417,RL,43.0,10667.0,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385.0,ALQ,344.0,70.0,799.0,GasA,Ex,Y,SBrkr,827.0,834.0,0.0,1661.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1996,RFn,2.0,550.0,TA,TA,Y,158.0,61.0,0.0,0.0,0.0,0.0,0,4,2009,ConLw,Normal,212000.0,3.0,12.264346270624157,0
418,RM,40.0,4400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,648.0,648.0,GasA,TA,Y,FuseA,734.0,384.0,0.0,1118.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,0,Detchd,1990,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,10,2006,WD,Normal,116000.0,2.0,11.661354090741,30
419,RM,50.0,6000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Gd,Y,SBrkr,904.0,0.0,0.0,904.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,0,Detchd,1926,Unf,1.0,180.0,TA,TA,Y,0.0,0.0,105.0,0.0,0.0,0.0,0,1,2009,WD,Normal,119000.0,1.0,11.686887175419702,78
420,RL,40.0,4280.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,365.0,Unf,0.0,75.0,440.0,GasA,TA,N,SBrkr,694.0,0.0,0.0,694.0,0.0,0.0,1.0,0.0,2.0,1.0,Gd,4.0,Typ,1.0,Gd,Detchd,1990,Unf,1.0,352.0,Gd,TA,P,0.0,0.0,34.0,0.0,0.0,0.0,MnPrv,3,2007,WD,Normal,90350.0,3.0,11.411457364027745,89
421,RL,67.0,12354.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Gd,Y,SBrkr,684.0,512.0,0.0,1196.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,0,Detchd,2005,Unf,2.0,528.0,TA,TA,Y,0.0,46.0,0.0,0.0,0.0,0.0,GdPrv,8,2009,ConLI,Normal,110000.0,1.0,11.608244735642321,80
422,RL,105.0,15431.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767.0,ALQ,539.0,788.0,3094.0,GasA,Ex,Y,SBrkr,2402.0,0.0,0.0,2402.0,1.0,0.0,2.0,0.0,2.0,1.0,Ex,10.0,Typ,2.0,Gd,Attchd,2008,Fin,3.0,672.0,TA,TA,Y,0.0,72.0,0.0,0.0,170.0,0.0,0,4,2009,WD,Normal,555000.0,4.0,13.22672519452875,0
423,RL,92.0,12108.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133.0,Unf,0.0,1307.0,1440.0,GasA,TA,N,FuseF,1440.0,0.0,0.0,1440.0,0.0,0.0,2.0,0.0,4.0,2.0,Fa,8.0,Typ,0.0,0,0,0,0,0.0,0.0,0,0,Y,0.0,0.0,0.0,0.0,0.0,0.0,0,9,2008,WD,Normal,118000.0,1.0,11.678448377988165,0
424,RM,52.0,6240.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1078.0,1078.0,GasA,TA,Y,SBrkr,1128.0,445.0,0.0,1573.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,8.0,Typ,1.0,Gd,Detchd,1930,Unf,2.0,360.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,0,6,2008,WD,Normal,162900.0,1.0,12.000897933306716,62
425,RL,70.0,8750.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642.0,Unf,0.0,273.0,915.0,GasA,Ex,Y,SBrkr,933.0,975.0,0.0,1908.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1994,Unf,2.0,493.0,TA,TA,Y,144.0,133.0,0.0,0.0,0.0,0.0,0,7,2008,WD,Normal,210000.0,3.0,12.25486757159303,1
426,RL,73.0,9855.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1436.0,1436.0,GasA,Fa,Y,SBrkr,1689.0,0.0,0.0,1689.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1956,Unf,2.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,11,2009,COD,Normal,127500.0,1.0,11.755879486687116,0
